ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,raw_economic_impact,cooperation_percentage,priority_ok,scarcity_color,scenario_color,scenario_name,station_color
0.7174603174603175,-0.3335154188700656,-0.5,0.5,low,1.yml,1,708.0,-1368.4743351040108,0.9079428571428572,1.0,yellow,red,1,green
0.6835978835978836,-0.5170387664274274,0.0,0.0,low,0-v.yml,1,676.0,-970.8382506222052,0.9498571428571428,1.0,yellow,purple,0-v,green
0.671957671957672,0.06354549794811058,0.0,0.0,low,1-v.yml,1,665.0,260.73871891144216,0.9501714285714286,1.0,yellow,orange,1-v,green
0.6825396825396826,-0.4603679448757651,0.0,0.0,low,0-b.yml,1,675.0,-864.4280453745462,0.9498,1.0,yellow,blue,0-b,green
0.674074074074074,-0.06635885580365529,0.0,0.0,low,1-b.yml,1,667.0,-272.28243714138137,0.9314,1.0,yellow,red,1-b,green
0.6804232804232804,-0.4215020673266767,0.0,0.0,low,0-c.yml,1,673.0,-791.4499961087761,0.9514571428571429,1.0,yellow,blue,0-c,green
0.6878306878306878,-0.13364184087600098,0.0,0.0,low,1-c.yml,1,680.0,-548.3567445081508,0.9306571428571428,1.0,yellow,red,1-c,green
0.748471615720524,-0.27339219021091465,0.0,0.0,medium,0.yml,1,887.0,-747.9242834802405,0.951,0.0,orange,blue,0,green
0.7510917030567685,-0.21492363856820923,0.0,0.25,medium,0.yml,1,890.0,-587.9707399654776,0.9457714285714286,0.0,orange,blue,0,green
0.7580786026200873,-0.9272476887701318,0.0,0.5,medium,0.yml,1,898.0,-2536.689371766929,0.9278285714285714,0.0,orange,blue,0,green
0.77117903930131,0.1645286069720785,0.25,0.0,medium,0.yml,1,913.0,450.1040808322299,0.9657714285714286,1.0,orange,blue,0,green
0.7755458515283843,-0.09113012482737909,0.25,0.25,medium,0.yml,1,918.0,-249.30643871867738,0.9544285714285714,0.0,orange,blue,0,green
0.7737991266375546,-0.21280974207299092,0.25,0.5,medium,0.yml,1,916.0,-582.1877125852228,0.9493428571428572,0.0,orange,blue,0,green
0.7458515283842795,-0.6386327876823725,-0.25,0.0,medium,0.yml,1,884.0,-1747.1200247740578,0.9411714285714285,0.0,orange,blue,0,green
0.7441048034934498,-1.2435731335163236,-0.25,0.25,medium,0.yml,1,882.0,-3402.0669870742395,0.9056571428571428,0.0,orange,blue,0,green
0.743231441048035,-1.2493472279496038,-0.25,0.5,medium,0.yml,1,881.0,-3417.863288491726,0.9060857142857143,0.0,orange,blue,0,green
0.7851528384279476,-0.5384496342074332,0.5,0.0,medium,0.yml,1,929.0,-1473.0470411173958,0.94,0.0,orange,blue,0,green
0.7737991266375546,-0.4722076956412119,0.5,0.25,medium,0.yml,1,916.0,-1291.8276931899318,0.9361714285714285,0.0,orange,blue,0,green
0.7807860262008733,-0.30140406527446517,0.5,0.5,medium,0.yml,1,924.0,-824.5569099268157,0.9529428571428571,0.0,orange,blue,0,green
0.7074235807860262,-1.9746620246079842,-0.5,0.0,medium,0.yml,1,840.0,-5402.120955727306,0.8905142857142857,1.0,orange,blue,0,green
0.7117903930131004,-2.155182350264209,-0.5,0.25,medium,0.yml,1,845.0,-5895.973889550656,0.8756,1.0,orange,blue,0,green
0.7344978165938865,-1.8734019869810732,-0.5,0.5,medium,0.yml,1,871.0,-5125.101919342755,0.8734571428571428,1.0,orange,blue,0,green
0.7703056768558952,-0.16800433475225005,0.0,0.0,medium,1.yml,1,912.0,-1020.0331151320894,0.9204,1.0,orange,red,1,green
0.7755458515283843,-0.1639488674097935,0.0,0.25,medium,1.yml,1,918.0,-995.4104707655458,0.9122857142857143,1.0,orange,red,1,green
0.7799126637554585,-0.4820167299885424,0.0,0.5,medium,1.yml,1,923.0,-2926.5496474305182,0.8823714285714286,0.0,orange,red,1,green
0.7790393013100436,-0.015224104210705285,0.25,0.0,medium,1.yml,1,922.0,-92.43267720467728,0.9338857142857143,1.0,orange,red,1,green
0.7938864628820961,-0.2563819357773896,0.25,0.25,medium,1.yml,1,939.0,-1556.6149825851655,0.9143142857142857,1.0,orange,red,1,green
0.7746724890829695,0.03525471239050076,0.25,0.5,medium,1.yml,1,917.0,214.04789439390782,0.9317428571428571,1.0,orange,red,1,green
0.7729257641921398,0.005135144238354994,-0.25,0.0,medium,1.yml,1,915.0,31.177869200971276,0.9331142857142857,1.0,orange,red,1,green
0.7755458515283843,-0.12047176496607298,-0.25,0.25,medium,1.yml,1,918.0,-731.4405898217966,0.9154285714285715,0.0,orange,red,1,green
0.7572052401746725,-0.2824091282178125,-0.25,0.5,medium,1.yml,1,897.0,-1714.6382753906587,0.9018571428571428,0.0,orange,red,1,green
0.7641921397379913,0.22909385733842857,0.5,0.0,medium,1.yml,1,905.0,1390.936259490853,0.9475714285714286,1.0,orange,red,1,green
0.7825327510917031,-0.10136569660025392,0.5,0.25,medium,1.yml,1,926.0,-615.4386874789044,0.9137714285714286,1.0,orange,red,1,green
0.7842794759825328,-0.027576460505190865,0.5,0.5,medium,1.yml,1,928.0,-167.42962587785343,0.9322857142857143,1.0,orange,red,1,green
0.7903930131004366,-0.2857401015602249,-0.5,0.0,medium,1.yml,1,935.0,-1734.8621768744708,0.9168571428571428,1.0,orange,red,1,green
0.7729257641921398,-0.20041342029877426,-0.5,0.25,medium,1.yml,1,915.0,-1216.8038742756164,0.9171714285714285,1.0,orange,red,1,green
0.7982532751091703,-0.30533948034051644,-0.5,0.5,medium,1.yml,1,944.0,-1853.8591981203574,0.9138857142857143,1.0,orange,red,1,green
0.7510917030567685,-0.549833246202122,0.0,0.0,medium,0-v.yml,1,890.0,-1504.1894078323203,0.9376857142857142,0.0,orange,purple,0-v,green
0.7834061135371179,-0.3273445966555483,0.0,0.0,medium,1-v.yml,1,927.0,-1987.4625802995506,0.9071428571428571,1.0,orange,orange,1-v,green
0.7572052401746725,-1.0357627726233771,0.0,0.0,medium,0-b.yml,1,897.0,-2833.5561779296186,0.9254571428571429,0.0,orange,blue,0-b,green
0.7755458515283843,-0.007974620613612022,0.0,0.0,medium,1-b.yml,1,918.0,-48.41766207100977,0.9316571428571429,1.0,orange,red,1-b,green
0.7580786026200873,-0.27384710765266673,0.0,0.0,medium,0-c.yml,1,898.0,-749.1688098926542,0.9491428571428572,1.0,orange,blue,0-c,green
0.7694323144104803,0.058983090961783634,0.0,0.0,medium,1-c.yml,1,911.0,358.1140099902201,0.9292285714285714,1.0,orange,red,1-c,green
0.7591549295774648,-0.10314968943232665,0.0,0.0,high,0.yml,1,1108.0,-367.5657274497051,0.9494,0.0,red,blue,0,green
0.7507042253521127,-0.49331937325935,0.0,0.25,high,0.yml,1,1096.0,-1757.9044134308215,0.9399142857142857,0.0,red,blue,0,green
0.7443661971830986,-0.40136951511660235,0.0,0.5,high,0.yml,1,1087.0,-1430.2483954327274,0.9417714285714286,0.0,red,blue,0,green
0.7605633802816901,-0.17713940765714895,0.25,0.0,high,0.yml,1,1110.0,-631.2222130171971,0.9593714285714285,0.0,red,blue,0,green
0.7633802816901408,-0.16318138736693308,0.25,0.25,high,0.yml,1,1114.0,-581.4839160822664,0.9534571428571429,0.0,red,blue,0,green
0.7549295774647887,-0.09042571821834923,0.25,0.5,high,0.yml,1,1102.0,-322.2248664053965,0.9570285714285715,0.0,red,blue,0,green
0.6901408450704225,-1.2963561328262427,-0.25,0.0,high,0.yml,1,1010.0,-4619.462139134979,0.9052285714285714,1.0,red,blue,0,green
0.7028169014084507,-1.2423762013467583,-0.25,0.25,high,0.yml,1,1028.0,-4427.108939710573,0.9049428571428572,1.0,red,blue,0,green
0.7014084507042253,-1.0422720249456694,-0.25,0.5,high,0.yml,1,1026.0,-3714.05359684553,0.9133142857142857,0.0,red,blue,0,green
0.7690140845070422,-0.15655314975474124,0.5,0.0,high,0.yml,1,1122.0,-557.8647176819342,0.9538571428571428,0.0,red,blue,0,green
0.7669014084507042,-0.21304240342988348,0.5,0.25,high,0.yml,1,1119.0,-759.1596874919683,0.9520857142857143,0.0,red,blue,0,green
0.7647887323943662,-0.010483806677534586,0.5,0.5,high,0.yml,1,1116.0,-37.35821260420015,0.9637142857142857,1.0,red,blue,0,green
0.6676056338028169,-1.464307044945338,-0.5,0.0,high,0.yml,1,978.0,-5217.941877936306,0.8890571428571429,1.0,red,blue,0,green
0.6887323943661972,-1.97822243694246,-0.5,0.25,high,0.yml,1,1008.0,-7049.238568664128,0.8638857142857143,1.0,red,blue,0,green
0.6816901408450704,-1.7877146804919837,-0.5,0.5,high,0.yml,1,998.0,-6370.379306266918,0.8777428571428572,1.0,red,blue,0,green
0.7450704225352113,-0.2808518600655187,0.0,0.0,high,1.yml,1,1088.0,-2246.8075535310045,0.8931428571428571,0.0,red,red,1,green
0.7838028169014084,-0.3142389009251564,0.0,0.25,high,1.yml,1,1143.0,-2513.903009391551,0.9006,0.0,red,red,1,green
0.7654929577464789,-0.27763270803575735,0.0,0.5,high,1.yml,1,1117.0,-2221.0544212756395,0.8996285714285714,0.0,red,red,1,green
0.7753521126760563,-0.12403233526393907,0.25,0.0,high,1.yml,1,1131.0,-992.2554462986179,0.9287142857142857,1.0,red,red,1,green
0.7887323943661971,-0.11127758047413072,0.25,0.25,high,1.yml,1,1150.0,-890.2177407320899,0.9290857142857143,1.0,red,red,1,green
0.7711267605633803,-0.4026907901121961,0.25,0.5,high,1.yml,1,1125.0,-3221.515815314098,0.8999428571428572,1.0,red,red,1,green
0.7204225352112676,-0.34796456803057124,-0.25,0.0,high,1.yml,1,1053.0,-2783.7074663840776,0.8960571428571429,0.0,red,red,1,green
0.7514084507042254,-0.32601832669735464,-0.25,0.25,high,1.yml,1,1097.0,-2608.138108262033,0.9028285714285714,0.0,red,red,1,green
0.75,-0.5502479489948764,-0.25,0.5,high,1.yml,1,1095.0,-4401.969236836174,0.8764,0.0,red,red,1,green
0.7845070422535211,-0.24518695071810245,0.5,0.0,high,1.yml,1,1144.0,-1961.489209194315,0.9143714285714286,0.0,red,red,1,green
0.7718309859154929,-0.018840632863617524,0.5,0.25,high,1.yml,1,1126.0,-150.7245713858012,0.9290285714285714,0.0,red,red,1,green
0.7816901408450704,-0.10866837429303584,0.5,0.5,high,1.yml,1,1140.0,-869.3441593535076,0.9265714285714286,1.0,red,red,1,green
0.7309859154929578,-0.6437084152366117,-0.5,0.0,high,1.yml,1,1068.0,-5149.650528530211,0.875,1.0,red,red,1,green
0.7288732394366197,-0.3779132008188123,-0.5,0.25,high,1.yml,1,1065.0,-3023.2957473762303,0.8834285714285715,1.0,red,red,1,green
0.7077464788732394,-0.28186091824472304,-0.5,0.5,high,1.yml,1,1035.0,-2254.8799926398624,0.902,1.0,red,red,1,green
0.7429577464788732,0.013790229899517323,0.0,0.0,high,0-v.yml,1,1085.0,49.140389201464856,0.9606857142857143,0.0,red,purple,0-v,green
0.7683098591549296,0.0771114216014126,0.0,0.0,high,1-v.yml,1,1121.0,616.8893610928905,0.9373142857142858,0.0,red,orange,1-v,green
0.7535211267605634,-0.4260420113281517,0.0,0.0,high,0-b.yml,1,1100.0,-1518.1668765053048,0.9452857142857143,0.0,red,blue,0-b,green
0.7704225352112676,-0.16406348259445042,0.0,0.0,high,1-b.yml,1,1124.0,-1312.5035805916332,0.9182571428571429,0.0,red,red,1-b,green
0.7598591549295775,-0.433438935641086,0.0,0.0,high,0-c.yml,1,1109.0,-1544.5252289243672,0.9434571428571429,0.0,red,blue,0-c,green
0.7661971830985915,-0.06222755254826414,0.0,0.0,high,1-c.yml,1,1118.0,-497.8187969649584,0.9263428571428571,0.0,red,red,1-c,green
0.81,0.7566275351139332,0.0,0.0,low,0.yml,2,243.0,63195.557364808185,0.48942857142857144,0.0,yellow,blue,0,blue
0.84,0.7497860467256374,0.0,0.25,low,0.yml,2,252.0,62624.13793868577,0.46968571428571426,1.0,yellow,blue,0,blue
0.8566666666666667,0.7244664206278028,0.0,0.5,low,0.yml,2,257.0,60509.37498166457,0.42957142857142855,1.0,yellow,blue,0,blue
0.8733333333333333,0.7861463999865802,0.25,0.0,low,0.yml,2,262.0,65661.0519864419,0.4898571428571429,1.0,yellow,blue,0,blue
0.8533333333333334,0.7675353601930901,0.25,0.25,low,0.yml,2,256.0,64106.608117688,0.491,1.0,yellow,blue,0,blue
0.8366666666666667,0.7675026886411996,0.25,0.5,low,0.yml,2,251.0,64103.87930220632,0.47137142857142855,1.0,yellow,blue,0,blue
0.87,0.7216797180215293,-0.25,0.0,low,0.yml,2,261.0,60276.622119469444,0.44854285714285713,1.0,yellow,blue,0,blue
0.9066666666666666,0.7409446863628079,-0.25,0.25,low,0.yml,2,272.0,61885.683851222515,0.4628857142857143,1.0,yellow,blue,0,blue
0.9366666666666666,0.7070828412814515,-0.25,0.5,low,0.yml,2,281.0,59057.45189559474,0.40525714285714287,1.0,yellow,blue,0,blue
0.8566666666666667,0.7722522527331868,0.5,0.0,low,0.yml,2,257.0,64500.57561063211,0.4884,1.0,yellow,blue,0,blue
0.8666666666666667,0.7736865913744828,0.5,0.25,low,0.yml,2,260.0,64620.375413943446,0.5037428571428572,1.0,yellow,blue,0,blue
0.8566666666666667,0.7597067942001909,0.5,0.5,low,0.yml,2,257.0,63452.7453274395,0.5095142857142857,1.0,yellow,blue,0,blue
0.93,0.7382748431904123,-0.5,0.0,low,0.yml,2,279.0,61662.69140179922,0.472,0.0,yellow,blue,0,blue
0.9266666666666666,0.7213133016549679,-0.5,0.25,low,0.yml,2,278.0,60246.01804356973,0.42337142857142857,1.0,yellow,blue,0,blue
0.8733333333333333,0.7162595584807682,-0.5,0.5,low,0.yml,2,262.0,59823.91588385379,0.4533714285714286,1.0,yellow,blue,0,blue
1.0333333333333334,0.7348651231134173,0.0,0.0,low,1.yml,2,310.0,130577.4651563112,0.4941714285714286,0.0,yellow,red,1,blue
1.02,0.7526815962478179,0.0,0.25,low,1.yml,2,306.0,133743.25684616462,0.46837142857142855,1.0,yellow,red,1,blue
1.0066666666666666,0.7499574578262298,0.0,0.5,low,1.yml,2,302.0,133259.2073537641,0.502,1.0,yellow,red,1,blue
0.92,0.7832737498622784,0.25,0.0,low,1.yml,2,276.0,139179.1467081362,0.5091142857142857,1.0,yellow,red,1,blue
0.8933333333333333,0.7761861249658331,0.25,0.25,low,1.yml,2,268.0,137919.7535707458,0.4928,1.0,yellow,red,1,blue
0.99,0.7518586900671508,0.25,0.5,low,1.yml,2,297.0,133597.03545158033,0.48074285714285714,1.0,yellow,red,1,blue
1.07,0.7279129987138417,-0.25,0.0,low,1.yml,2,321.0,129342.14896971376,0.4465142857142857,1.0,yellow,red,1,blue
1.13,0.7187049338154753,-0.25,0.25,low,1.yml,2,339.0,127705.97692180189,0.4692571428571429,1.0,yellow,red,1,blue
1.06,0.7324029824426987,-0.25,0.5,low,1.yml,2,318.0,130139.96978807465,0.45062857142857143,1.0,yellow,red,1,blue
0.89,0.7851822822591308,0.5,0.0,low,1.yml,2,267.0,139518.27196352163,0.5025142857142857,0.0,yellow,red,1,blue
0.9133333333333333,0.7917815210955148,0.5,0.25,low,1.yml,2,274.0,140690.88425945598,0.5254571428571428,1.0,yellow,red,1,blue
0.87,0.7822967112838995,0.5,0.5,low,1.yml,2,261.0,139005.5376785171,0.505,0.0,yellow,red,1,blue
1.0933333333333333,0.7053053921550423,-0.5,0.0,low,1.yml,2,328.0,125325.02546657044,0.43725714285714284,1.0,yellow,red,1,blue
1.1033333333333333,0.7015628141297796,-0.5,0.25,low,1.yml,2,331.0,124660.010436849,0.3979714285714286,0.0,yellow,red,1,blue
1.1033333333333333,0.6996965286339355,-0.5,0.5,low,1.yml,2,331.0,124328.39199199365,0.43725714285714284,0.0,yellow,red,1,blue
0.8333333333333334,0.7633194720826413,0.0,0.0,low,0-v.yml,2,250.0,63754.48585598977,0.4586571428571429,1.0,yellow,purple,0-v,blue
1.0,0.7570767431401565,0.0,0.0,low,1-v.yml,2,300.0,134524.2261997784,0.4814,1.0,yellow,orange,1-v,blue
0.8433333333333334,0.7557071633862306,0.0,0.0,low,0-b.yml,2,253.0,63118.68545410483,0.46222857142857143,1.0,yellow,blue,0-b,blue
1.03,0.7669616318488258,0.0,0.0,low,1-b.yml,2,309.0,136280.66240872754,0.5031428571428571,1.0,yellow,red,1-b,blue
0.85,0.7557879065104297,0.0,0.0,low,0-c.yml,2,255.0,63125.42933600224,0.4419142857142857,1.0,yellow,blue,0-c,blue
0.9566666666666667,0.7644432972476061,0.0,0.0,low,1-c.yml,2,287.0,135833.1819959281,0.4974571428571429,1.0,yellow,red,1-c,blue
0.8741935483870967,0.5425933016883464,0.0,0.0,medium,0.yml,2,542.0,67207.85097625008,0.45325714285714286,0.0,orange,blue,0,blue
0.8741935483870967,0.5551142613672835,0.0,0.25,medium,0.yml,2,542.0,68758.74883946215,0.46431428571428573,0.0,orange,blue,0,blue
0.8612903225806452,0.5090972913592006,0.0,0.5,medium,0.yml,2,534.0,63058.89656878634,0.4264,1.0,orange,blue,0,blue
0.8419354838709677,0.549683675824311,0.25,0.0,medium,0.yml,2,522.0,68086.09404857144,0.4765142857142857,0.0,orange,blue,0,blue
0.8354838709677419,0.5837547058705878,0.25,0.25,medium,0.yml,2,518.0,72306.27277697148,0.48565714285714284,0.0,orange,blue,0,blue
0.8274193548387097,0.5583686841841125,0.25,0.5,medium,0.yml,2,513.0,69161.8551126258,0.4453714285714286,1.0,orange,blue,0,blue
0.9032258064516129,0.5124539237849463,-0.25,0.0,medium,0.yml,2,560.0,63474.66294693661,0.4174285714285714,1.0,orange,blue,0,blue
0.8838709677419355,0.5160605093364593,-0.25,0.25,medium,0.yml,2,548.0,63921.38955326396,0.4044857142857143,0.0,orange,blue,0,blue
0.917741935483871,0.5082706165268719,-0.25,0.5,medium,0.yml,2,569.0,62956.50120422123,0.4211142857142857,0.0,orange,blue,0,blue
0.8290322580645161,0.5666037546145313,0.5,0.0,medium,0.yml,2,514.0,70181.88500341942,0.47765714285714284,0.0,orange,blue,0,blue
0.8435483870967742,0.527865051790156,0.5,0.25,medium,0.yml,2,523.0,65383.54901524447,0.4354857142857143,1.0,orange,blue,0,blue
0.8451612903225807,0.5585232904371318,0.5,0.5,medium,0.yml,2,524.0,69181.00528270823,0.4896857142857143,0.0,orange,blue,0,blue
0.9354838709677419,0.5315390358016043,-0.5,0.0,medium,0.yml,2,580.0,65838.62387363699,0.4008,1.0,orange,blue,0,blue
0.9258064516129032,0.47428172093039817,-0.5,0.25,medium,0.yml,2,574.0,58746.495988552,0.4028857142857143,1.0,orange,blue,0,blue
0.9483870967741935,0.48611569858944925,-0.5,0.5,medium,0.yml,2,588.0,60212.301416836846,0.37588571428571427,1.0,orange,blue,0,blue
0.917741935483871,0.608610079956233,0.0,0.0,medium,1.yml,2,569.0,161350.84236406785,0.5242,1.0,orange,red,1,blue
0.9274193548387096,0.5843394160413412,0.0,0.25,medium,1.yml,2,575.0,154916.3579603843,0.5359142857142857,1.0,orange,red,1,blue
0.9145161290322581,0.6030691706551721,0.0,0.5,medium,1.yml,2,567.0,159881.87165090884,0.5272857142857142,1.0,orange,red,1,blue
0.9161290322580645,0.5907307742803172,0.25,0.0,medium,1.yml,2,568.0,156610.79429930178,0.5271142857142858,1.0,orange,red,1,blue
0.9112903225806451,0.5738111291454144,0.25,0.25,medium,1.yml,2,565.0,152125.16534748752,0.46685714285714286,1.0,orange,red,1,blue
0.9129032258064517,0.6143957999197953,0.25,0.5,medium,1.yml,2,566.0,162884.71572658353,0.5326571428571428,1.0,orange,red,1,blue
0.967741935483871,0.5584364763776942,-0.25,0.0,medium,1.yml,2,600.0,148049.13496806117,0.4678285714285714,0.0,orange,red,1,blue
0.967741935483871,0.5871345979279324,-0.25,0.25,medium,1.yml,2,600.0,155657.39884487758,0.4881142857142857,0.0,orange,red,1,blue
0.964516129032258,0.5709424161006785,-0.25,0.5,medium,1.yml,2,598.0,151364.63034895086,0.49865714285714285,1.0,orange,red,1,blue
0.8451612903225807,0.6047150739455234,0.5,0.0,medium,1.yml,2,524.0,160318.2230869006,0.5281714285714286,0.0,orange,red,1,blue
0.8306451612903226,0.5892752224654894,0.5,0.25,medium,1.yml,2,515.0,156224.90763859465,0.5012857142857143,1.0,orange,red,1,blue
0.8580645161290322,0.6132556531511635,0.5,0.5,medium,1.yml,2,532.0,162582.44725027002,0.5373714285714286,1.0,orange,red,1,blue
0.9806451612903225,0.5252369806721565,-0.5,0.0,medium,1.yml,2,608.0,139247.49533939123,0.44442857142857145,0.0,orange,red,1,blue
0.9790322580645161,0.5327183086802886,-0.5,0.25,medium,1.yml,2,607.0,141230.8975469275,0.4388285714285714,1.0,orange,red,1,blue
0.9935483870967742,0.52906329276088,-0.5,0.5,medium,1.yml,2,616.0,140261.90291986996,0.46125714285714287,1.0,orange,red,1,blue
0.8596774193548387,0.5454546280672137,0.0,0.0,medium,0-v.yml,2,533.0,67562.26669842532,0.44157142857142856,0.0,orange,purple,0-v,blue
0.9532258064516129,0.5529302012360655,0.0,0.0,medium,1-v.yml,2,591.0,146589.34624347414,0.44954285714285713,0.0,orange,orange,1-v,blue
0.8790322580645161,0.5654021749644108,0.0,0.0,medium,0-b.yml,2,545.0,70033.05237719622,0.49457142857142855,0.0,orange,blue,0-b,blue
0.9403225806451613,0.5494937917339644,0.0,0.0,medium,1-b.yml,2,583.0,145678.3071625707,0.4557428571428571,1.0,orange,red,1-b,blue
0.8870967741935484,0.543777639582179,0.0,0.0,medium,0-c.yml,2,550.0,67354.54796721283,0.42888571428571426,1.0,orange,blue,0-c,blue
0.9161290322580645,0.5627698007661435,0.0,0.0,medium,1-c.yml,2,568.0,149197.95843211442,0.47868571428571427,1.0,orange,red,1-c,blue
0.837696335078534,0.4025138873154214,0.0,0.0,high,0.yml,2,800.0,65382.27213844778,0.47462857142857146,0.0,red,blue,0,blue
0.7958115183246073,0.4290816132595733,0.0,0.25,high,0.yml,2,760.0,69697.7960061225,0.49125714285714284,0.0,red,blue,0,blue
0.8219895287958116,0.4467603221632902,0.0,0.5,high,0.yml,2,785.0,72569.43396204089,0.5106285714285714,0.0,red,blue,0,blue
0.818848167539267,0.42557168679085355,0.25,0.0,high,0.yml,2,782.0,69127.66172058432,0.47922857142857145,1.0,red,blue,0,blue
0.8261780104712042,0.41321986452803366,0.25,0.25,high,0.yml,2,789.0,67121.29565460912,0.47822857142857145,0.0,red,blue,0,blue
0.8575916230366493,0.3956516150837173,0.25,0.5,high,0.yml,2,819.0,64267.600161453855,0.47597142857142855,1.0,red,blue,0,blue
0.8575916230366493,0.40294780528716423,-0.25,0.0,high,0.yml,2,819.0,65452.75552748926,0.4696,1.0,red,blue,0,blue
0.8439790575916231,0.4058834522879184,-0.25,0.25,high,0.yml,2,806.0,65929.60682915706,0.46891428571428573,1.0,red,blue,0,blue
0.8481675392670157,0.4028491225044961,-0.25,0.5,high,0.yml,2,810.0,65436.72600712955,0.5016285714285714,0.0,red,blue,0,blue
0.8167539267015707,0.42538408226245833,0.5,0.0,high,0.yml,2,780.0,69097.18821217508,0.48505714285714285,0.0,red,blue,0,blue
0.8251308900523561,0.42527159294884753,0.5,0.25,high,0.yml,2,788.0,69078.91603040212,0.49328571428571427,1.0,red,blue,0,blue
0.8471204188481676,0.44643162405730846,0.5,0.5,high,0.yml,2,809.0,72516.04194329583,0.5299714285714285,0.0,red,blue,0,blue
